signal_date,总分_raw,总分,仓位,结论,情绪|非银情绪_得分,情绪|非银情绪_乘数,情绪|非银情绪变化_得分,情绪|非银情绪变化_乘数,supply_observed_at,bank_observed_at,valuation_observed_at,sentiment_observed_at,supply_amount_raw,supply_ratio_raw,supply_long_raw,bank_demand_raw,spread_gov_raw,nonbank_sentiment_raw,spread_ncd_raw,spread_change_raw,supply_amount_change_raw,bank_demand_change_raw,nonbank_sentiment_change_raw,spread_ncd_change_raw,spread_change_acceleration_raw
2022-01-13,50.0,50.0,0.0,中性,0.0,1.0,50.0,0.5,2022-01-12,2022-01-12,2022-01-12,2022-01-12,2064.289,0.5411988970945827,483.4799999999998,0.3000000000000004,33.92999999999997,0.529906,53.49999999999997,-1.62000000000004,,,,,
2022-01-14,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-01-13,2022-01-13,2022-01-13,2022-01-13,1898.064,0.5202935036227432,297.3549999999998,9.24,35.44999999999998,0.3621209999999999,52.529999999999966,1.2099999999999795,-166.22500000000014,8.94,-0.167785,-0.970000000000006,2.83000000000002
2022-01-17,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-01-16,2022-01-14,2022-01-14,2022-01-14,1960.224,0.5429646470689904,438.4649999999998,-26.74,33.15000000000001,0.2593959999999999,51.500000000000014,-1.5400000000000065,62.159999999999854,-35.98,-0.102725,-1.0299999999999514,-2.749999999999986
2022-01-18,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-01-17,2022-01-17,2022-01-17,2022-01-17,3881.229,0.7016937827018188,1520.4548,-39.95,31.40000000000001,0.2295269999999999,54.0,-3.7900000000000063,1921.005,-13.210000000000004,-0.029869,2.499999999999986,-2.25
2022-01-19,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-01-18,2022-01-18,2022-01-18,2022-01-18,4953.149,0.7501192234190079,2119.2048,-37.33,32.840000000000025,0.2833149999999999,54.99000000000001,-2.609999999999957,1071.9200000000003,2.6200000000000045,0.0537879999999999,0.9900000000000092,1.1800000000000497
2022-01-20,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-01-19,2022-01-19,2022-01-19,2022-01-19,3471.87,0.6983026507129105,1930.9848,-43.08,29.410000000000025,0.4419179999999999,59.54999999999999,-4.519999999999946,-1481.2790000000005,-5.75,0.158603,4.559999999999981,-1.9099999999999893
2022-01-21,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-01-20,2022-01-20,2022-01-20,2022-01-20,4140.8172,0.7340810831451866,2352.2194,-38.36,30.83999999999998,0.4384219999999999,57.54999999999999,-4.610000000000003,668.9472000000005,4.719999999999999,-0.0034959999999999,-2.0,-0.0900000000000567
2022-01-24,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-01-23,2022-01-21,2022-01-21,2022-01-21,4462.3372,0.8022414031281668,2580.8094,-12.69,29.999999999999982,0.5286599999999999,54.99999999999999,-3.1500000000000306,321.5199999999995,25.67,0.0902379999999999,-2.549999999999997,1.4599999999999724
2022-01-25,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-01-24,2022-01-24,2022-01-24,2022-01-24,2541.3322,0.6979127584129783,1498.8196,7.089999999999998,32.33999999999999,0.583618,58.84999999999998,0.9399999999999836,-1921.005,19.78,0.054958,3.849999999999987,4.090000000000014
2022-01-26,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-01-25,2022-01-25,2022-01-25,2022-01-25,1469.4122,0.5718865194148292,900.0695999999998,13.659999999999998,29.46,0.5059149999999999,56.75000000000004,-3.3800000000000274,-1071.9199999999998,6.57,-0.077703,-2.099999999999937,-4.320000000000011
2022-01-27,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-01-26,2022-01-26,2022-01-26,2022-01-26,1452.4122,1.0,883.0695999999998,23.93,31.38000000000001,0.4201669999999999,58.84,1.9699999999999849,-17.0,10.27,-0.0857479999999999,2.089999999999961,5.350000000000012
2022-01-28,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-01-27,2022-01-27,2022-01-27,2022-01-27,567.6800000000001,1.0,424.8999999999997,9.96,29.25,0.4338329999999999,58.35,-1.5899999999999783,-884.7321999999999,-13.97,0.013666,-0.490000000000002,-3.559999999999963
2022-02-07,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-02-06,2022-01-29,2022-01-30,2022-01-28,738.2147,0.2695970845529385,450.7800999999998,11.619999999999996,31.28000000000002,0.3472719999999999,60.25,1.8200000000000216,170.53469999999993,1.6599999999999948,-0.086561,1.8999999999999984,3.41
2022-02-08,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-02-07,2022-02-07,2022-02-07,2022-02-07,738.2147,0.2695970845529385,450.7800999999998,8.889999999999999,29.04,0.2069039999999999,56.1,-2.3400000000000105,0.0,-2.729999999999997,-0.140368,-4.149999999999999,-4.160000000000032
2022-02-09,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-02-08,2022-02-07,2022-02-08,2022-02-08,401.4585,0.1671727827068423,231.0959999999998,8.889999999999999,29.389999999999983,0.2229459999999999,56.659999999999975,0.1399999999999828,-336.7562,-2.729999999999997,0.016042,0.5599999999999739,2.4799999999999933
2022-02-10,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-02-09,2022-02-09,2022-02-09,2022-02-09,401.4585,0.1671727827068423,231.0959999999998,7.549999999999998,27.719999999999967,0.2673279999999999,56.99999999999999,-3.5800000000000054,0.0,-1.3400000000000007,0.044382,0.3400000000000176,-3.719999999999988
2022-02-11,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-02-10,2022-02-10,2022-02-10,2022-02-10,0.0,0.0,0.0,12.61,29.139999999999983,0.821866,58.92,-2.1400000000000325,-401.4585,5.060000000000001,0.5545380000000001,1.9200000000000088,1.4399999999999729
2022-02-14,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-02-13,2022-02-11,2022-02-11,2022-02-11,537.3735,0.2117833657520265,331.5269999999998,15.03,30.57000000000003,0.8884639999999999,63.98000000000002,-0.7099999999999902,537.3735,2.42,0.0665979999999999,5.0600000000000165,1.4300000000000423
2022-02-15,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-02-14,2022-02-14,2022-02-14,2022-02-14,1061.5773,0.3467419555273026,571.9049999999997,21.34,28.549999999999983,0.949511,63.22999999999999,-0.4900000000000126,524.2037999999999,6.3100000000000005,0.061047,-0.7500000000000284,0.2199999999999776
2022-02-16,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-02-15,2022-02-15,2022-02-15,2022-02-15,2051.8723,0.5064010284825607,1172.2445,20.73,29.959999999999987,0.8450380000000001,62.63999999999999,0.5700000000000038,990.295,-0.6099999999999994,-0.1044729999999999,-0.5899999999999963,1.0600000000000165
2022-02-17,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-02-16,2022-02-16,2022-02-16,2022-02-16,2219.9823,0.6491209910647779,1196.8845,23.58,31.50999999999997,0.801533,63.93,3.790000000000002,168.11000000000013,2.849999999999998,-0.043505,1.2900000000000065,3.2199999999999984
2022-02-18,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-02-17,2022-02-17,2022-02-17,2022-02-17,2737.6422,0.6952491010991294,1556.0546,14.57,30.569999999999983,0.254981,62.06,1.4299999999999995,517.6598999999997,-9.009999999999998,-0.546552,-1.8699999999999972,-2.360000000000003
2022-02-21,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-02-20,2022-02-18,2022-02-18,2022-02-18,2558.1437,0.7617731486594808,1350.7526,2.369999999999999,28.29999999999999,0.311585,60.04999999999998,-2.2700000000000387,-179.4984999999997,-12.2,0.0566039999999999,-2.0100000000000198,-3.7000000000000384
2022-02-22,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-02-21,2022-02-21,2022-02-21,2022-02-21,3271.1599,0.803495804721401,1767.8146,-7.640000000000001,27.51999999999999,0.2134799999999999,59.52000000000002,-1.0299999999999976,713.0162,-10.01,-0.0981050000000001,-0.5299999999999656,1.240000000000041
